nombre_edificacion,cultura,zona_arq,estado,pais,epoca_ano,tipo_estructura,estilo_estructura,latitud,longitud,material,uso_empleo,altura,ancho,largo,hallazgo_ano
Caral,Caral,Caral,Yucatan,Peru,,Piramide`,,,,,,24,55,,
