nombre_edificacion,cultura,zona_arq,estado,pais,epoca_ano,tipo_estructura,estilo_estructura,latitud,longitud,material,uso_empleo,altura,ancho,largo,hallazgo_ano
Stonehenge,,,,Inglaterra,,Cromlech,Circular,,,,,24,55,,
