nombre_edificacion,cultura,zona_arq,estado,pais,epoca_ano,tipo_estructura,estilo_estructura,latitud,longitud,material,altura,ancho,largo,hallazgo_ano
El Castillo,Maya,Chichen Itza,Yucatan,Mexico,,Piramide`,Talud Tablero,,,,24,55,,
